player,player_id,team_id,stint,start,end,rp_eligible,team_from,teams_involved,trade_id,transaction_type,n_points,n_games,w_bat,w_sp,w_rp,ppg
Riley Greene,42179,6,0,1,176,FALSE,NA,NA,NA,Draft,349.5,118,1,0,0,2.961864406779661
Robert Suarez,4148749,12,0,1,176,TRUE,NA,NA,NA,Draft,233.5,58,0,0,1,4.025862068965517
Ronald Acuna Jr.,36185,2,0,1,68,FALSE,NA,NA,NA,Draft,134,49,1,0,0,2.7346938775510203
Royce Lewis,40635,6,0,1,20,FALSE,NA,NA,NA,Draft,7,1,1,0,0,7
Ryan Helsley,39909,5,0,1,176,TRUE,NA,NA,NA,Draft,284,59,0,0,1,4.813559322033898
Ryan McMahon,33247,13,0,1,13,FALSE,NA,NA,NA,Draft,9,5,1,0,0,1.8
Ryan Pepiot,4208281,2,0,1,176,TRUE,NA,NA,NA,Draft,290.5,22,0,1,0,13.204545454545455
Ryan Pressly,33072,2,0,1,24,TRUE,NA,NA,NA,Draft,6,7,0,0,1,0.8571428571428571
Sal Frelick,4417795,6,0,1,9,FALSE,NA,NA,NA,Draft,0,0,NA,NA,NA,0
Salvador Perez,31127,1,0,1,48,FALSE,NA,NA,NA,Draft,112,35,1,0,0,3.2
Sean Murphy,33557,2,0,1,108,FALSE,NA,NA,NA,Draft,40,26,1,0,0,1.5384615384615385
Seiya Suzuki,4142424,4,0,1,46,FALSE,NA,NA,NA,Draft,52.5,15,1,0,0,3.5
Seth Lugo,34873,9,0,1,48,FALSE,NA,NA,NA,Draft,115.5,5,0,1,0,23.1
Shane Baz,39639,1,0,1,10,FALSE,NA,NA,NA,Draft,0,0,NA,NA,NA,0
Shane Bieber,40912,11,0,1,18,FALSE,NA,NA,NA,Draft,55.5,2,0,1,0,27.75
Shohei Ohtani,39832,11,0,1,176,FALSE,NA,NA,NA,Draft,605.5,141,1,0,0,4.294326241134752
Shota Imanaga,5134630,4,0,1,176,FALSE,NA,NA,NA,Draft,453.5,26,0,1,0,17.442307692307693
Sonny Gray,32082,7,0,1,176,FALSE,NA,NA,NA,Draft,387,24,0,1,0,16.125
Spencer Steer,4722857,11,0,1,176,FALSE,NA,NA,NA,Draft,385.5,143,1,0,0,2.695804195804196
Spencer Strider,4307825,6,0,1,24,FALSE,NA,NA,NA,Draft,12.5,2,0,1,0,6.25
Spencer Torkelson,4424286,6,0,1,75,FALSE,NA,NA,NA,Draft,94.5,54,1,0,0,1.75
Steven Kwan,41996,13,0,1,176,FALSE,NA,NA,NA,Draft,347,117,1,0,0,2.965811965811966
TJ Friedl,36020,13,0,1,176,FALSE,NA,NA,NA,Draft,155,62,1,0,0,2.5
Tanner Bibee,4345278,8,0,1,176,FALSE,NA,NA,NA,Draft,356,26,0,1,0,13.692307692307692
Tanner Scott,35135,8,0,1,176,TRUE,NA,NA,NA,Draft,262,64,0,0,1,4.09375
Tarik Skubal,42409,2,0,1,176,FALSE,NA,NA,NA,Draft,544,27,0,1,0,20.14814814814815
Taylor Ward,34923,11,0,1,131,FALSE,NA,NA,NA,Draft,236.5,103,1,0,0,2.296116504854369
Teoscar Hernandez,33377,4,0,1,176,FALSE,NA,NA,NA,Draft,388.5,138,1,0,0,2.8152173913043477
Thairo Estrada,36485,8,0,1,22,FALSE,NA,NA,NA,Draft,14.5,12,1,0,0,1.2083333333333333
Tommy Edman,39907,11,0,1,176,FALSE,NA,NA,NA,Draft,49.5,20,1,0,0,2.475
Trea Turner,33710,14,0,1,74,FALSE,NA,NA,NA,Draft,99.5,32,1,0,0,3.109375
Trevor Story,32150,1,0,1,18,FALSE,NA,NA,NA,Draft,13,8,1,0,0,1.625
Triston Casas,41180,12,0,1,124,FALSE,NA,NA,NA,Draft,57,22,1,0,0,2.590909090909091
Triston McKenzie,34954,11,0,1,91,FALSE,NA,NA,NA,Draft,122,11,0,1,0,11.090909090909092
Ty France,35591,4,0,1,17,FALSE,NA,NA,NA,Draft,7.5,5,1,0,0,1.5
Tyler Glasnow,33190,2,0,1,176,FALSE,NA,NA,NA,Draft,419.5,22,0,1,0,19.068181818181817
Tyler O'Neill,34168,6,0,1,176,FALSE,NA,NA,NA,Draft,291.5,96,1,0,0,3.0364583333333335
Vaughn Grissom,42503,7,0,1,12,FALSE,NA,NA,NA,Draft,0,0,NA,NA,NA,0
Vinnie Pasquantino,4109109,13,0,1,164,FALSE,NA,NA,NA,Draft,370.5,127,1,0,0,2.9173228346456694
Vladimir Guerrero Jr.,35002,2,0,1,176,FALSE,NA,NA,NA,Draft,481,143,1,0,0,3.3636363636363638
Walker Buehler,39251,9,0,1,59,FALSE,NA,NA,NA,Draft,3.5,1,0,1,0,3.5
Whit Merrifield,32422,11,0,1,15,FALSE,NA,NA,NA,Draft,3.5,4,1,0,0,0.875
Will Smith,38309,6,0,1,176,FALSE,NA,NA,NA,Draft,305,115,1,0,0,2.652173913043478
William Contreras,39895,14,0,1,176,FALSE,NA,NA,NA,Draft,414,140,1,0,0,2.9571428571428573
Willson Contreras,32532,13,0,1,158,FALSE,NA,NA,NA,Draft,222,84,1,0,0,2.642857142857143
Willy Adames,33675,1,0,1,176,FALSE,NA,NA,NA,Draft,407.5,140,1,0,0,2.9107142857142856
Wilmer Flores,30627,2,0,1,25,FALSE,NA,NA,NA,Draft,16.5,13,1,0,0,1.2692307692307692
Wyatt Langford,4719324,1,0,1,47,FALSE,NA,NA,NA,Draft,53.5,31,1,0,0,1.7258064516129032
Xander Bogaerts,31606,7,0,1,176,FALSE,NA,NA,NA,Draft,160,77,1,0,0,2.0779220779220777
Yainer Diaz,4781491,8,0,1,176,FALSE,NA,NA,NA,Draft,331.5,131,1,0,0,2.530534351145038
Yandy Diaz,33481,11,0,1,176,FALSE,NA,NA,NA,Draft,299,125,1,0,0,2.392
Yennier Cano,35536,12,0,1,29,TRUE,NA,NA,NA,Draft,19,8,0,0,1,2.375
Yordan Alvarez,36018,13,0,1,176,FALSE,NA,NA,NA,Draft,487,135,1,0,0,3.6074074074074076
Yoshinobu Yamamoto,4872587,1,0,1,44,FALSE,NA,NA,NA,Draft,103,7,0,1,0,14.714285714285714
Yu Darvish,32055,4,0,1,108,FALSE,NA,NA,NA,Draft,99,8,0,1,0,12.375
Yuki Matsui,4142414,2,0,1,2,TRUE,NA,NA,NA,Draft,4.5,2,0,0,1,2.25
Yusei Kikuchi,41415,7,0,1,176,FALSE,NA,NA,NA,Draft,340.5,24,0,1,0,14.1875
Zac Gallen,39910,8,0,1,176,FALSE,NA,NA,NA,Draft,284,23,0,1,0,12.347826086956522
Zach Eflin,32804,9,0,1,176,FALSE,NA,NA,NA,Draft,263,19,0,1,0,13.842105263157896
Zack Gelof,4414531,9,0,1,28,FALSE,NA,NA,NA,Draft,31,18,1,0,0,1.7222222222222223
Zack Wheeler,31267,9,0,1,176,FALSE,NA,NA,NA,Draft,570,28,0,1,0,20.357142857142858
Edouard Julien,3985190,2,0,2,14,FALSE,NA,NA,NA,Free Agent,1.5,3,1,0,0,0.5
Gavin Stone,4417230,4,0,2,11,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
A.J. Puk,36201,4,0,3,10,TRUE,NA,NA,NA,Free Agent,0,0,0,1,0,0
Davis Schneider,4997181,2,0,3,12,FALSE,NA,NA,NA,Free Agent,0,0,1,0,0,0
Griffin Jax,42604,2,0,3,19,TRUE,NA,NA,NA,Free Agent,16,3,0,0,1,5.333333333333333
Lance Lynn,30820,11,1,3,59,FALSE,NA,NA,NA,Free Agent,83.5,9,0,1,0,9.277777777777779
Mitch Garver,33667,2,0,3,6,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Orlando Arcia,32530,12,0,3,9,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Parker Meadows,41223,4,0,3,14,FALSE,NA,NA,NA,Free Agent,5.5,4,1,0,0,1.375
Ryan Mountcastle,34940,6,0,3,176,FALSE,NA,NA,NA,Free Agent,265,113,1,0,0,2.3451327433628317
Frankie Montas,33249,1,0,4,21,FALSE,NA,NA,NA,Free Agent,43,3,0,1,0,14.333333333333334
Jackson Merrill,4872691,1,1,4,176,FALSE,NA,NA,NA,Free Agent,381,135,1,0,0,2.8222222222222224
Jeff Hoffman,33841,9,0,4,13,TRUE,NA,NA,NA,Free Agent,8.5,3,0,0,1,2.8333333333333335
Brendan Donovan,41773,6,0,5,9,FALSE,NA,NA,NA,Free Agent,0,1,1,0,0,0
Jason Adam,32145,14,0,7,32,TRUE,NA,NA,NA,Free Agent,37.5,11,0,0,1,3.409090909090909
Masyn Winn,4683365,2,0,7,12,FALSE,NA,NA,NA,Free Agent,3.5,3,1,0,0,1.1666666666666667
Jordan Westburg,4298641,2,0,8,12,FALSE,NA,NA,NA,Free Agent,5.5,2,1,0,0,2.75
Aroldis Chapman,30442,13,0,9,30,TRUE,NA,NA,NA,Free Agent,27.5,9,0,0,1,3.0555555555555554
Charlie Blackmon,31084,6,1,10,40,FALSE,NA,NA,NA,Free Agent,49,22,1,0,0,2.227272727272727
Clarke Schmidt,41085,11,1,10,10,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Garrett Crochet,4297835,6,0,10,12,TRUE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Garrett Whitlock,39674,11,0,10,31,TRUE,NA,NA,NA,Free Agent,28.5,2,0,1,0,14.25
Kevin Ginkel,41432,12,0,10,13,TRUE,NA,NA,NA,Free Agent,2,1,0,0,1,2
Logan Allen,4683350,13,0,10,10,FALSE,NA,NA,NA,Free Agent,6,1,0,1,0,6
Maikel Garcia,4905884,6,0,10,128,FALSE,NA,NA,NA,Free Agent,220,92,1,0,0,2.391304347826087
JP Sears,39818,14,0,11,11,FALSE,NA,NA,NA,Free Agent,-5.5,1,0,1,0,-5.5
Jonathan Loaisiga,39807,6,0,11,12,TRUE,NA,NA,NA,Free Agent,-1.5,1,0,0,1,-1.5
Jordan Hicks,37909,1,0,11,84,TRUE,NA,NA,NA,Free Agent,137.5,12,0,1,0,11.458333333333334
Michael Conforto,33711,4,0,11,83,FALSE,NA,NA,NA,Free Agent,82,40,1,0,0,2.05
Michael Soroka,34984,13,0,11,11,FALSE,NA,NA,NA,Free Agent,-1.5,1,0,1,0,-1.5
Oswaldo Cabrera,40835,11,0,11,22,FALSE,NA,NA,NA,Free Agent,14,7,1,0,0,2
Tommy Henry,4423337,11,0,11,12,FALSE,NA,NA,NA,Free Agent,-1,1,0,1,0,-1
Yuki Matsui,4142414,14,1,11,24,TRUE,NA,NA,NA,Free Agent,13.5,6,0,0,1,2.25
A.J. Minter,36133,4,0,12,14,TRUE,NA,NA,NA,Free Agent,5,2,0,0,1,2.5
Brooks Raley,32005,13,0,12,12,TRUE,NA,NA,NA,Free Agent,5,1,0,0,1,5
Connor Joe,35440,14,0,12,138,FALSE,NA,NA,NA,Free Agent,154.5,85,1,0,0,1.8176470588235294
Jared Jones,4918156,4,0,12,46,FALSE,NA,NA,NA,Free Agent,124,6,0,1,0,20.666666666666668
Nick Martini,36497,9,0,12,15,FALSE,NA,NA,NA,Free Agent,4,3,1,0,0,1.3333333333333333
Orlando Arcia,32530,12,1,12,88,FALSE,NA,NA,NA,Free Agent,99,66,1,0,0,1.5
Tanner Houck,41009,12,0,12,176,FALSE,NA,NA,NA,Free Agent,431,26,0,1,0,16.576923076923077
Tyler Wells,4717904,7,0,12,19,FALSE,NA,NA,NA,Free Agent,24,2,0,1,0,12
Brady Singer,41172,6,1,13,80,FALSE,NA,NA,NA,Free Agent,139,11,0,1,0,12.636363636363637
Clarke Schmidt,41085,11,2,13,14,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Ian Hamilton,41127,6,0,13,24,TRUE,NA,NA,NA,Free Agent,13,3,0,0,1,4.333333333333333
Jack Flaherty,33837,2,0,13,17,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jose Caballero,42135,2,0,13,19,FALSE,NA,NA,NA,Free Agent,4,3,1,0,0,1.3333333333333333
Luis Campusano,40521,2,1,13,50,FALSE,NA,NA,NA,Free Agent,56.5,29,1,0,0,1.9482758620689655
Paul Skenes,4719507,7,0,13,176,FALSE,NA,NA,NA,Free Agent,421,20,0,1,0,21.05
Sean Manaea,33244,13,0,13,36,TRUE,NA,NA,NA,Free Agent,50.5,4,0,1,0,12.625
Will Benson,39216,2,0,13,33,FALSE,NA,NA,NA,Free Agent,25.5,15,1,0,0,1.7
Abner Uribe,4917865,9,0,14,26,TRUE,NA,NA,NA,Free Agent,-3,4,0,0,1,-0.75
Brendan Donovan,41773,14,1,14,176,FALSE,NA,NA,NA,Free Agent,275.5,119,1,0,0,2.3151260504201683
Casey Mize,41167,5,0,14,19,FALSE,NA,NA,NA,Free Agent,4.5,1,0,1,0,4.5
Ezequiel Duran,42457,12,0,14,14,FALSE,NA,NA,NA,Free Agent,0.5,1,1,0,0,0.5
Jose Alvarado,36063,12,1,14,15,TRUE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Josh Sborz,36178,13,0,14,15,TRUE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Justin Foscue,4298639,13,0,14,15,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Louie Varland,4917888,13,0,14,14,TRUE,NA,NA,NA,Free Agent,2.5,1,0,1,0,2.5
Luis Gil,40626,9,0,14,26,FALSE,NA,NA,NA,Free Agent,12.5,1,0,1,0,12.5
Ronel Blanco,41829,8,0,14,176,TRUE,NA,NA,NA,Free Agent,354.5,24,0,0.96,0.040000000000000036,14.770833333333334
Starling Marte,30830,5,0,14,176,FALSE,NA,NA,NA,Free Agent,167.5,76,1,0,0,2.2039473684210527
Zack Littell,36052,8,0,14,29,TRUE,NA,NA,NA,Free Agent,30.5,3,0,1,0,10.166666666666666
Brice Turang,41179,2,0,15,176,FALSE,NA,NA,NA,Free Agent,283,130,1,0,0,2.1769230769230767
Cristopher Sanchez,42359,13,0,15,19,FALSE,NA,NA,NA,Free Agent,0.5,1,0,1,0,0.5
Daniel Hudson,30376,11,0,15,33,TRUE,NA,NA,NA,Free Agent,25,7,0,0,1,3.5714285714285716
David Robertson,29172,4,1,15,31,TRUE,NA,NA,NA,Free Agent,20,7,0,0,1,2.857142857142857
Garrett Crochet,4297835,4,1,15,95,TRUE,NA,NA,NA,Free Agent,246.5,14,0,1,0,17.607142857142858
Jonah Heim,33842,11,1,15,15,FALSE,NA,NA,NA,Free Agent,0.5,1,1,0,0,0.5
Jordan Westburg,4298641,12,1,15,15,FALSE,NA,NA,NA,Free Agent,-1,1,1,0,0,-1
Logan Allen,4683350,6,1,15,15,FALSE,NA,NA,NA,Free Agent,25.5,1,0,1,0,25.5
Adam Ottavino,29705,13,0,16,22,TRUE,NA,NA,NA,Free Agent,13,3,0,0,1,4.333333333333333
Brandon Marsh,40803,9,0,16,28,FALSE,NA,NA,NA,Free Agent,23,11,1,0,0,2.090909090909091
Brett Baty,42414,6,0,16,16,FALSE,NA,NA,NA,Free Agent,5,2,1,0,0,2.5
Brooks Raley,32005,6,1,16,16,TRUE,NA,NA,NA,Free Agent,5,1,0,0,1,5
Carson Kelly,32797,1,0,16,16,FALSE,NA,NA,NA,Free Agent,-1.5,1,1,0,0,-1.5
Gio Urshela,32721,11,0,16,19,FALSE,NA,NA,NA,Free Agent,9.5,2,1,0,0,4.75
Jason Foley,42698,12,0,16,16,TRUE,NA,NA,NA,Free Agent,3,1,0,0,1,3
Michael A. Taylor,32219,11,0,16,19,FALSE,NA,NA,NA,Free Agent,4.5,2,1,0,0,2.25
Parker Meadows,41223,2,1,16,17,FALSE,NA,NA,NA,Free Agent,2.5,3,1,0,0,0.8333333333333334
Shelby Miller,30738,9,0,16,33,TRUE,NA,NA,NA,Free Agent,14.5,5,0,0,1,2.9
Yoan Moncada,33984,12,0,16,21,FALSE,NA,NA,NA,Free Agent,7,6,1,0,0,1.1666666666666667
Zach McKinstry,38420,13,0,16,19,FALSE,NA,NA,NA,Free Agent,4.5,3,1,0,0,1.5
Alec Marsh,4424276,8,0,17,25,TRUE,NA,NA,NA,Free Agent,6,2,0,1,0,3
Alex Kirilloff,40636,1,0,17,27,FALSE,NA,NA,NA,Free Agent,10.5,8,1,0,0,1.3125
Alex Verdugo,33786,12,1,17,152,FALSE,NA,NA,NA,Free Agent,251,106,1,0,0,2.3679245283018866
Brandon Pfaadt,4721302,5,1,17,28,FALSE,NA,NA,NA,Free Agent,7.5,2,0,1,0,3.75
Gavin Stone,4417230,6,1,17,19,FALSE,NA,NA,NA,Free Agent,-4,1,0,1,0,-4
Jonah Heim,33842,11,2,17,40,FALSE,NA,NA,NA,Free Agent,42.5,19,1,0,0,2.236842105263158
Jordan Westburg,4298641,9,2,17,17,FALSE,NA,NA,NA,Free Agent,0.5,1,1,0,0,0.5
Kyle Gibson,31053,9,0,17,17,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Michael Wacha,32640,2,0,17,26,FALSE,NA,NA,NA,Free Agent,32.5,2,0,1,0,16.25
Ranger Suarez,39817,6,0,17,30,FALSE,NA,NA,NA,Free Agent,88,3,0,1,0,29.333333333333332
JJ Bleday,42410,4,0,18,21,FALSE,NA,NA,NA,Free Agent,2,3,1,0,0,0.6666666666666666
Jack Flaherty,33837,9,1,18,19,FALSE,2,2 9,1,Trade,1,1,0,1,0,1
Jordan Westburg,4298641,2,3,18,134,FALSE,9,2 9,1,Trade,260.5,94,1,0,0,2.771276595744681
Josh Smith,42884,8,0,18,176,FALSE,NA,NA,NA,Free Agent,281.5,127,1,0,0,2.216535433070866
Kyle Gibson,31053,2,1,18,19,FALSE,9,2 9,1,Trade,1.5,1,0,1,0,1.5
Nelson Velazquez,41047,9,0,18,23,FALSE,NA,NA,NA,Free Agent,12,5,1,0,0,2.4
Paul Blackburn,32776,1,0,18,43,FALSE,NA,NA,NA,Free Agent,65.5,4,0,1,0,16.375
Cody Bradford,4142539,14,0,19,154,TRUE,NA,NA,NA,Free Agent,78,4,0,0.8333333333333334,0.16666666666666663,19.5
Dane Dunning,36080,1,0,19,22,TRUE,NA,NA,NA,Free Agent,20.5,1,0,1,0,20.5
Francisco Lindor,32129,2,1,19,24,FALSE,1,1 2,2,Trade,13,5,1,0,0,2.6
J.D. Davis,33796,14,0,19,21,FALSE,NA,NA,NA,Free Agent,0,0,1,0,0,0
Joel Payamps,40021,12,1,19,23,TRUE,NA,NA,NA,Free Agent,4,1,0,0,1,4
Joey Bart,41168,11,0,19,19,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Logan O'Hoppe,42047,8,1,19,36,FALSE,NA,NA,NA,Free Agent,12,8,1,0,0,1.5
Mike Trout,30836,1,1,19,135,FALSE,2,1 2,2,Trade,76.5,21,1,0,0,3.642857142857143
Ryan McMahon,33247,14,1,19,158,FALSE,NA,NA,NA,Free Agent,227,112,1,0,0,2.0267857142857144
Blaze Alexander,41345,2,0,20,22,FALSE,NA,NA,NA,Free Agent,3,2,1,0,0,1.5
Cavan Biggio,37639,13,0,20,25,FALSE,NA,NA,NA,Free Agent,9,5,1,0,0,1.8
Gavin Sheets,40700,11,0,20,21,FALSE,NA,NA,NA,Free Agent,0,1,1,0,0,0
James Paxton,31980,5,0,20,35,FALSE,NA,NA,NA,Free Agent,26.5,2,0,1,0,13.25
Jason Foley,42698,11,1,20,45,TRUE,NA,NA,NA,Free Agent,31.5,10,0,0,1,3.15
Joey Gallo,32818,9,0,20,21,FALSE,NA,NA,NA,Free Agent,1.5,2,1,0,0,0.75
Justin Slaten,4917925,2,0,20,58,TRUE,NA,NA,NA,Free Agent,40.5,11,0,0,1,3.6818181818181817
Logan Allen,4683350,6,2,20,21,FALSE,NA,NA,NA,Free Agent,-1.5,1,0,1,0,-1.5
Luis Rengifo,37237,2,1,20,24,FALSE,NA,NA,NA,Free Agent,7,4,1,0,0,1.75
Michael Busch,42415,7,0,20,21,FALSE,NA,NA,NA,Free Agent,-1,2,1,0,0,-0.5
Reese Olson,4734319,13,0,20,20,FALSE,NA,NA,NA,Free Agent,-7.5,1,0,1,0,-7.5
Tyler Anderson,32151,11,0,20,176,FALSE,NA,NA,NA,Free Agent,361.5,27,0,1,0,13.38888888888889
Freddy Peralta,39825,6,1,21,176,FALSE,4,4 6,3,Trade,363,27,0,1,0,13.444444444444445
George Springer,32078,4,1,21,176,FALSE,6,4 6,3,Trade,281.5,121,1,0,0,2.3264462809917354
Jose Leclerc,33926,6,1,21,26,TRUE,NA,NA,NA,Free Agent,1,2,0,0,1,0.5
Martin Perez,31098,13,0,21,27,TRUE,NA,NA,NA,Free Agent,32.5,2,0,1,0,16.25
Royce Lewis,40635,4,1,21,176,FALSE,6,4 6,3,Trade,161.5,59,1,0,0,2.73728813559322
Spencer Turnbull,33732,9,0,21,25,FALSE,NA,NA,NA,Free Agent,2.5,1,0,1,0,2.5
Brett Baty,42414,12,1,22,28,FALSE,NA,NA,NA,Free Agent,10,5,1,0,0,2
Colton Cowser,4416990,4,0,22,57,FALSE,NA,NA,NA,Free Agent,69.5,30,1,0,0,2.316666666666667
Edward Olivares,36463,9,0,22,26,FALSE,NA,NA,NA,Free Agent,2,3,1,0,0,0.6666666666666666
Jake Fraley,37974,5,0,22,33,FALSE,NA,NA,NA,Free Agent,25.5,6,1,0,0,4.25
Jose Alvarado,36063,1,2,22,122,TRUE,NA,NA,NA,Free Agent,95,33,0,0,1,2.878787878787879
Jose Quintana,32106,14,0,22,23,FALSE,NA,NA,NA,Free Agent,7.5,1,0,1,0,7.5
Jose Siri,33954,7,0,22,23,FALSE,NA,NA,NA,Free Agent,1,1,1,0,0,1
Jurickson Profar,31117,11,1,22,176,FALSE,NA,NA,NA,Free Agent,399,129,1,0,0,3.0930232558139537
Kris Bryant,33172,6,1,22,22,FALSE,NA,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
MacKenzie Gore,39636,5,1,22,47,FALSE,NA,NA,NA,Free Agent,53,4,0,1,0,13.25
Mark Canha,31670,5,1,22,114,FALSE,NA,NA,NA,Free Agent,136.5,70,1,0,0,1.95
Sal Frelick,4417795,12,1,22,22,FALSE,NA,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
Tyler Freeman,40958,4,0,22,22,FALSE,NA,NA,NA,Free Agent,0,0,1,0,0,0
Adam Duvall,32664,6,0,23,23,FALSE,NA,NA,NA,Free Agent,3.5,1,1,0,0,3.5
Edouard Julien,3985190,4,1,23,62,FALSE,NA,NA,NA,Free Agent,64.5,35,1,0,0,1.8428571428571427
Hunter Brown,4717803,13,1,23,32,FALSE,NA,NA,NA,Free Agent,-27.5,1,0,1,0,-27.5
Hunter Renfroe,33205,11,1,23,29,FALSE,NA,NA,NA,Free Agent,11.5,6,1,0,0,1.9166666666666667
Jack Suwinski,36754,2,1,23,23,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Rowdy Tellez,34287,1,0,23,23,FALSE,NA,NA,NA,Free Agent,0,1,1,0,0,0
Ryan Feltner,4019484,8,0,23,25,FALSE,NA,NA,NA,Free Agent,6,1,0,1,0,6
Ty France,35591,12,1,23,27,FALSE,NA,NA,NA,Free Agent,2,4,1,0,0,0.5
Graham Ashcraft,4084179,6,0,24,26,FALSE,NA,NA,NA,Free Agent,17,1,0,1,0,17
Joey Gallo,32818,12,1,24,24,FALSE,NA,NA,NA,Free Agent,0,1,1,0,0,0
Jordan Wicks,4420749,14,0,24,24,FALSE,NA,NA,NA,Free Agent,2,1,0,1,0,2
Jose Caballero,42135,9,1,24,28,FALSE,NA,NA,NA,Free Agent,3.5,4,1,0,0,0.875
Kris Bryant,33172,1,2,24,29,FALSE,NA,NA,NA,Free Agent,0,0,1,0,0,0
Luis Severino,33263,7,1,24,24,FALSE,NA,NA,NA,Free Agent,14,1,0,1,0,14
Michael Busch,42415,9,1,24,58,FALSE,NA,NA,NA,Free Agent,64,29,1,0,0,2.206896551724138
Nick Martinez,33372,2,0,24,24,TRUE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Colt Keith,4683384,2,1,25,27,FALSE,NA,NA,NA,Free Agent,2.5,4,1,0,0,0.625
Dane Dunning,36080,14,1,25,38,TRUE,NA,NA,NA,Free Agent,19.5,2,0,1,0,9.75
Francisco Lindor,32129,6,2,25,176,FALSE,2,2 6,4,Trade,460,132,1,0,0,3.484848484848485
Ian Hamilton,41127,2,1,25,47,TRUE,6,2 6,4,Trade,16,9,0,0,1,1.7777777777777777
Javier Assad,5002950,14,0,25,105,TRUE,NA,NA,NA,Free Agent,141.5,11,0,1,0,12.863636363636363
Jung Hoo Lee,5134621,2,1,25,55,FALSE,6,2 6,4,Trade,42,22,1,0,0,1.9090909090909092
Marco Gonzales,33158,7,0,25,25,FALSE,NA,NA,NA,Free Agent,16.5,1,0,1,0,16.5
Oneil Cruz,39712,2,1,25,131,FALSE,6,2 6,4,Trade,194,74,1,0,0,2.6216216216216215
Oswaldo Cabrera,40835,11,1,25,57,FALSE,NA,NA,NA,Free Agent,53,29,1,0,0,1.8275862068965518
Ryan Pressly,33072,6,1,25,33,TRUE,2,2 6,4,Trade,1,3,0,0,1,0.3333333333333333
Sal Frelick,4417795,6,2,25,29,FALSE,NA,NA,NA,Free Agent,8.5,5,1,0,0,1.7
Tyler Beede,33798,12,0,25,25,TRUE,NA,NA,NA,Free Agent,-3.5,1,0,0,1,-3.5
Brandon Drury,32269,13,1,26,29,FALSE,NA,NA,NA,Free Agent,9,2,1,0,0,4.5
Brayan Bello,4720856,2,1,26,26,FALSE,NA,NA,NA,Free Agent,12.5,1,0,1,0,12.5
Brenton Doyle,42462,8,0,26,176,FALSE,NA,NA,NA,Free Agent,315.5,115,1,0,0,2.743478260869565
Jack Flaherty,33837,9,2,26,176,FALSE,NA,NA,NA,Free Agent,407.5,22,0,1,0,18.522727272727273
Jared Triolo,42933,12,0,26,26,FALSE,NA,NA,NA,Free Agent,2,1,1,0,0,2
Jesse Winker,32833,7,0,26,155,FALSE,NA,NA,NA,Free Agent,219,98,1,0,0,2.2346938775510203
Luis Garcia Jr.,40459,8,0,26,43,FALSE,NA,NA,NA,Free Agent,19,11,1,0,0,1.7272727272727273
Luis Rengifo,37237,4,2,26,34,FALSE,NA,NA,NA,Free Agent,16.5,9,1,0,0,1.8333333333333333
Thairo Estrada,36485,13,1,26,36,FALSE,NA,NA,NA,Free Agent,18,11,1,0,0,1.6363636363636365
Blake Perkins,36974,9,0,27,29,FALSE,NA,NA,NA,Free Agent,1,3,1,0,0,0.3333333333333333
Chas McCormick,40574,12,1,27,27,FALSE,NA,NA,NA,Free Agent,0,1,1,0,0,0
Cristopher Sanchez,42359,6,1,27,41,FALSE,NA,NA,NA,Free Agent,27,3,0,1,0,9
Frankie Montas,33249,9,1,27,33,FALSE,NA,NA,NA,Free Agent,-7,2,0,1,0,-3.5
Jonatan Clase,4918159,2,0,27,27,FALSE,NA,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Jose Butto,4905900,9,0,27,39,FALSE,NA,NA,NA,Free Agent,16,2,0,1,0,8
Kevin Ginkel,41432,6,1,27,28,TRUE,NA,NA,NA,Free Agent,0.5,2,0,0,1,0.25
Max Meyer,4345164,2,0,27,27,FALSE,NA,NA,NA,Free Agent,0,0,NA,NA,NA,0
Nelson Velazquez,41047,6,1,27,29,FALSE,NA,NA,NA,Free Agent,4,2,1,0,0,2
Anthony Rendon,32098,1,0,28,32,FALSE,NA,NA,NA,Free Agent,8.5,5,1,0,0,1.7
Edward Cabrera,40944,2,1,28,44,FALSE,NA,NA,NA,Free Agent,10,2,0,1,0,5
Esteury Ruiz,39680,12,1,28,32,FALSE,NA,NA,NA,Free Agent,9.5,3,1,0,0,3.1666666666666665
