player,player_id,team_id,stint,start,end,rp_eligible,team_from,trade_id,transaction_type,n_points,n_games,w_bat,w_sp,w_rp,ppg
Shohei Ohtani,39832,2,0,1,33,FALSE,NA,NA,Draft,107,10,0.5,0.5,0,10.7
Sonny Gray,32082,9,0,1,33,FALSE,NA,NA,Draft,61.5,4,0,1,0,15.375
Spencer Strider,4307825,7,0,1,33,TRUE,NA,NA,Draft,120.5,5,0,1,0,24.1
Spencer Torkelson,4424286,2,0,1,17,FALSE,NA,NA,Draft,20,11,1,0,0,1.8181818181818181
Starling Marte,30830,8,0,1,33,FALSE,NA,NA,Draft,48,24,1,0,0,2
Steven Kwan,41996,14,0,1,33,FALSE,NA,NA,Draft,74,28,1,0,0,2.642857142857143
Taylor Ward,34923,11,0,1,33,FALSE,NA,NA,Draft,65.5,28,1,0,0,2.3392857142857144
Teoscar Hernandez,33377,8,0,1,33,FALSE,NA,NA,Draft,61,28,1,0,0,2.1785714285714284
Thairo Estrada,36485,8,0,1,33,FALSE,NA,NA,Draft,85,26,1,0,0,3.269230769230769
Tim Anderson,33184,13,0,1,33,FALSE,NA,NA,Draft,34,11,1,0,0,3.090909090909091
Tommy Edman,39907,11,0,1,33,FALSE,NA,NA,Draft,64.5,27,1,0,0,2.388888888888889
Tony Gonsolin,38958,12,0,1,33,FALSE,NA,NA,Draft,0,0,0,1,0,0
Trea Turner,33710,8,0,1,33,FALSE,NA,NA,Draft,61,29,1,0,0,2.103448275862069
Trevor Rogers,39640,14,0,1,11,FALSE,NA,NA,Draft,12.5,2,0,1,0,6.25
Trey Mancini,33351,2,0,1,7,FALSE,NA,NA,Draft,7.5,5,1,0,0,1.5
Triston Casas,41180,5,0,1,33,FALSE,NA,NA,Draft,43.5,24,1,0,0,1.8125
Triston McKenzie,34954,11,0,1,33,FALSE,NA,NA,Draft,0,0,NA,NA,NA,0
Ty France,35591,2,0,1,33,FALSE,NA,NA,Draft,69.5,28,1,0,0,2.482142857142857
Tyler Anderson,32151,7,0,1,33,FALSE,NA,NA,Draft,11.5,3,0,1,0,3.8333333333333335
Tyler Glasnow,33190,2,0,1,33,FALSE,NA,NA,Draft,0,0,NA,NA,NA,0
Tyler Mahle,34973,12,0,1,33,FALSE,NA,NA,Draft,59,4,0,1,0,14.75
Tyler O'Neill,34168,8,0,1,33,FALSE,NA,NA,Draft,38,25,1,0,0,1.52
Tyler Stephenson,34975,14,0,1,21,FALSE,NA,NA,Draft,26,14,1,0,0,1.8571428571428572
Vaughn Grissom,42503,7,0,1,26,FALSE,NA,NA,Draft,4.5,4,1,0,0,1.125
Vinnie Pasquantino,4109109,14,0,1,33,FALSE,NA,NA,Draft,79.5,29,1,0,0,2.7413793103448274
Vladimir Guerrero Jr.,35002,13,0,1,33,FALSE,NA,NA,Draft,94.5,28,1,0,0,3.375
Wander Franco,40929,2,0,1,33,FALSE,NA,NA,Draft,94,27,1,0,0,3.4814814814814814
Whit Merrifield,32422,11,0,1,33,FALSE,NA,NA,Draft,51.5,21,1,0,0,2.4523809523809526
Wil Myers,31265,8,0,1,9,FALSE,NA,NA,Draft,0,0,1,0,0,0
Will Smith,38309,8,0,1,33,FALSE,NA,NA,Draft,57,14,1,0,0,4.071428571428571
William Contreras,39895,11,0,1,33,FALSE,NA,NA,Draft,41,22,1,0,0,1.8636363636363635
Willson Contreras,32532,7,0,1,33,FALSE,NA,NA,Draft,50,25,1,0,0,2
Willy Adames,33675,1,0,1,33,FALSE,NA,NA,Draft,62.5,27,1,0,0,2.314814814814815
Wilmer Flores,30627,11,0,1,33,FALSE,NA,NA,Draft,46.5,21,1,0,0,2.2142857142857144
Xander Bogaerts,31606,6,0,1,33,FALSE,NA,NA,Draft,92,29,1,0,0,3.1724137931034484
Yandy Diaz,33481,2,0,1,33,FALSE,NA,NA,Draft,99,26,1,0,0,3.8076923076923075
Yoan Moncada,33984,13,0,1,33,FALSE,NA,NA,Draft,24.5,8,1,0,0,3.0625
Yordan Alvarez,36018,7,0,1,33,FALSE,NA,NA,Draft,86.5,22,1,0,0,3.9318181818181817
Yu Darvish,32055,5,0,1,33,FALSE,NA,NA,Draft,72.5,5,0,1,0,14.5
Yusei Kikuchi,41415,6,0,1,3,TRUE,NA,NA,Draft,0,0,NA,NA,NA,0
Zac Gallen,39910,5,0,1,33,FALSE,NA,NA,Draft,138.5,6,0,1,0,23.083333333333332
Zack Wheeler,31267,6,0,1,33,FALSE,NA,NA,Draft,67,5,0,1,0,13.4
Carlos Carrasco,28968,8,1,2,7,FALSE,NA,NA,Free Agent,0,1,0,1,0,0
James Outman,41802,7,1,2,33,FALSE,NA,NA,Free Agent,80.5,26,1,0,0,3.0961538461538463
Kolten Wong,32061,2,1,2,4,FALSE,NA,NA,Free Agent,4,3,1,0,0,1.3333333333333333
Adam Frazier,33546,4,1,3,13,FALSE,NA,NA,Free Agent,19.5,10,1,0,0,1.95
Cole Irvin,39869,2,1,3,3,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Brusdar Graterol,40965,4,1,4,10,TRUE,NA,NA,Free Agent,2,4,0,0,1,0.5
Dylan Floro,33852,13,1,4,28,TRUE,NA,NA,Free Agent,32.5,9,0,0,1,3.611111111111111
Ji Hwan Bae,40896,2,1,4,4,FALSE,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
Jonathan Loaisiga,39807,6,1,4,5,TRUE,NA,NA,Free Agent,4,1,0,0,1,4
Jorge Mateo,33832,14,1,4,33,FALSE,NA,NA,Free Agent,79,21,1,0,0,3.761904761904762
Marcell Ozuna,31668,12,1,4,6,FALSE,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
Orlando Arcia,32530,12,1,4,4,FALSE,NA,NA,Free Agent,-1,1,1,0,0,-1
Reynaldo Lopez,33860,12,1,4,9,TRUE,NA,NA,Free Agent,-1,2,0,0,1,-0.5
Steven Matz,33106,6,1,4,6,FALSE,NA,NA,Free Agent,0,0,0,1,0,0
Travis d'Arnaud,29951,14,1,4,4,FALSE,NA,NA,Free Agent,0,0,1,0,0,0
Trayce Thompson,30743,1,1,4,8,FALSE,NA,NA,Free Agent,-0.5,3,1,0,0,-0.16666666666666666
Brandon Crawford,30469,2,1,5,5,FALSE,NA,NA,Free Agent,1,1,1,0,0,1
Enrique Hernandez,31358,12,1,5,8,FALSE,NA,NA,Free Agent,-2,4,1,0,0,-0.5
Jhony Brito,42864,2,1,5,7,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jose Siri,33954,14,1,5,10,FALSE,NA,NA,Free Agent,14.5,3,1,0,0,4.833333333333333
Nolan Gorman,41174,12,1,5,12,FALSE,NA,NA,Free Agent,7.5,5,1,0,0,1.5
Ron Marinaccio,4228723,9,1,5,33,TRUE,NA,NA,Free Agent,25.5,8,0,0,1,3.1875
Esteury Ruiz,39680,4,1,6,12,FALSE,NA,NA,Free Agent,9,6,1,0,0,1.5
Michael Brantley,30043,12,1,6,10,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Nick Pivetta,36071,2,1,6,6,FALSE,NA,NA,Free Agent,14.5,1,0,1,0,14.5
Noah Syndergaard,31730,1,1,6,14,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Trevor Stephan,41003,1,1,6,8,TRUE,NA,NA,Free Agent,2.5,1,0,0,1,2.5
Yusei Kikuchi,41415,6,1,6,11,TRUE,NA,NA,Free Agent,11,1,0,1,0,11
Zach Eflin,32804,4,1,6,12,FALSE,NA,NA,Free Agent,15,1,0,1,0,15
Brian Anderson,33776,14,1,7,33,FALSE,NA,NA,Free Agent,39,22,1,0,0,1.7727272727272727
Bryson Stott,42417,2,1,7,7,FALSE,NA,NA,Free Agent,2.5,1,1,0,0,2.5
Corey Kluber,30981,11,1,7,7,FALSE,NA,NA,Free Agent,11.5,1,0,1,0,11.5
Dylan Carlson,39226,6,1,7,7,FALSE,NA,NA,Free Agent,3,1,1,0,0,3
Grayson Rodriguez,41196,4,1,7,33,FALSE,NA,NA,Free Agent,56,5,0,1,0,11.2
Josh Jung,42437,6,1,7,33,FALSE,NA,NA,Free Agent,61.5,19,1,0,0,3.236842105263158
Kyle Freeland,33839,11,1,7,33,FALSE,NA,NA,Free Agent,53.5,5,0,1,0,10.7
Orlando Arcia,32530,12,2,7,15,FALSE,NA,NA,Free Agent,23.5,8,1,0,0,2.9375
Travis d'Arnaud,29951,14,2,7,11,FALSE,NA,NA,Free Agent,0,2,1,0,0,0
Aaron Civale,40934,8,1,8,9,FALSE,NA,NA,Free Agent,4,1,0,1,0,4
Brice Turang,41179,7,1,8,14,FALSE,NA,NA,Free Agent,2.5,6,1,0,0,0.4166666666666667
Ezequiel Tovar,4905919,2,1,8,8,FALSE,NA,NA,Free Agent,2.5,1,1,0,0,2.5
Jurickson Profar,31117,6,1,8,10,FALSE,NA,NA,Free Agent,3.5,3,1,0,0,1.1666666666666667
Logan O'Hoppe,42047,1,1,8,11,FALSE,NA,NA,Free Agent,5.5,2,1,0,0,2.75
Michael Kopech,33763,11,1,8,29,FALSE,NA,NA,Free Agent,22.5,1,0,1,0,22.5
Patrick Wisdom,32861,9,1,8,33,FALSE,NA,NA,Free Agent,64.5,21,1,0,0,3.0714285714285716
Seth Lugo,34873,2,1,8,33,TRUE,NA,NA,Free Agent,40,4,0,1,0,10
Trent Grisham,34995,2,1,8,8,FALSE,NA,NA,Free Agent,0.5,1,1,0,0,0.5
Clarke Schmidt,41085,1,1,9,10,TRUE,NA,NA,Free Agent,-1.5,1,0,1,0,-1.5
Francisco Alvarez,41253,14,1,9,12,FALSE,NA,NA,Free Agent,0,0,1,0,0,0
Garrett Mitchell,4313442,12,1,9,11,FALSE,NA,NA,Free Agent,1.5,2,1,0,0,0.75
Jorge Soler,32558,1,1,9,11,FALSE,NA,NA,Free Agent,1.5,2,1,0,0,0.75
Jose Urquidy,35759,11,1,9,9,FALSE,NA,NA,Free Agent,12.5,1,0,1,0,12.5
Mike Clevinger,32769,2,1,9,10,FALSE,NA,NA,Free Agent,0,1,0,1,0,0
Myles Straw,39105,2,1,9,16,FALSE,NA,NA,Free Agent,7.5,6,1,0,0,1.25
Anthony DeSclafani,33180,8,1,10,33,FALSE,NA,NA,Free Agent,68.5,4,0,1,0,17.125
Austin Gomber,34897,8,1,10,14,TRUE,NA,NA,Free Agent,1.5,1,0,1,0,1.5
Scott Barlow,32156,12,1,10,18,TRUE,NA,NA,Free Agent,-4,3,0,0,1,-1.3333333333333333
Sean Manaea,33244,11,1,10,23,FALSE,NA,NA,Free Agent,3,2,0,1,0,1.5
Carlos Carrasco,28968,13,2,11,11,FALSE,NA,NA,Free Agent,-4.5,1,0,1,0,-4.5
Craig Kimbrel,30653,13,1,11,11,TRUE,NA,NA,Free Agent,1.5,1,0,0,1,1.5
Giovanny Gallegos,36050,6,1,11,33,TRUE,NA,NA,Free Agent,28,7,0,0,1,4
Jason Heyward,29551,9,1,11,20,FALSE,NA,NA,Free Agent,-2.5,2,1,0,0,-1.25
Jhony Brito,42864,1,2,11,12,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Joey Wiemer,4417134,2,1,11,15,FALSE,NA,NA,Free Agent,3,5,1,0,0,0.6
Jose Alvarado,36063,12,1,11,33,TRUE,NA,NA,Free Agent,46,8,0,0,1,5.75
Luis Rengifo,37237,2,1,11,14,FALSE,NA,NA,Free Agent,0.5,4,1,0,0,0.125
Oscar Gonzalez,39400,14,1,11,12,FALSE,NA,NA,Free Agent,0,1,1,0,0,0
Taijuan Walker,31864,11,1,11,11,FALSE,NA,NA,Free Agent,8.5,1,0,1,0,8.5
Trevor Larnach,41205,4,1,11,12,FALSE,NA,NA,Free Agent,0,1,1,0,0,0
Trey Mancini,33351,6,1,11,18,FALSE,NA,NA,Free Agent,7.5,6,1,0,0,1.25
Adam Ottavino,29705,13,1,12,33,TRUE,NA,NA,Free Agent,29,7,0,0,1,4.142857142857143
Brooks Raley,32005,13,1,12,12,TRUE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Bryce Elder,4301067,14,1,12,33,FALSE,NA,NA,Free Agent,56.5,4,0,1,0,14.125
Chas McCormick,40574,12,1,12,16,FALSE,NA,NA,Free Agent,13,4,1,0,0,3.25
Garrett Cooper,33398,8,1,12,33,FALSE,NA,NA,Free Agent,12,15,1,0,0,0.8
Hector Neris,32377,11,1,12,12,TRUE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jhoan Duran,41109,1,0,12,33,TRUE,6,1,Trade,31.5,9,0,0,1,3.5
Jose Urquidy,35759,13,2,12,14,FALSE,NA,NA,Free Agent,21.5,1,0,1,0,21.5
Jurickson Profar,31117,6,2,12,33,FALSE,NA,NA,Free Agent,38.5,18,1,0,0,2.138888888888889
Kendall Graveman,33636,6,0,12,31,TRUE,1,1,Trade,21.5,7,0,0,1,3.0714285714285716
Lance Lynn,30820,6,0,12,33,FALSE,1,1,Trade,25.5,3,0,1,0,8.5
MacKenzie Gore,39636,14,1,12,33,FALSE,NA,NA,Free Agent,52,3,0,1,0,17.333333333333332
Mitch Keller,33722,1,1,12,33,FALSE,NA,NA,Free Agent,61.5,3,0,1,0,20.5
Pierce Johnson,32777,1,1,12,21,TRUE,NA,NA,Free Agent,0,3,0,0,1,0
Rowdy Tellez,34287,1,0,12,33,FALSE,6,1,Trade,63.5,18,1,0,0,3.5277777777777777
Ryan McMahon,33247,6,1,12,33,FALSE,NA,NA,Free Agent,35,18,1,0,0,1.9444444444444444
Sean Murphy,33557,1,1,12,33,FALSE,NA,NA,Free Agent,68.5,16,1,0,0,4.28125
Aaron Nola,33709,6,0,13,33,FALSE,4,2,Trade,71,4,0,1,0,17.75
Alex Call,38994,14,1,13,13,FALSE,NA,NA,Free Agent,0,0,1,0,0,0
Bryson Stott,42417,13,2,13,25,FALSE,NA,NA,Free Agent,34,12,1,0,0,2.8333333333333335
Jarred Kelenic,41150,4,1,13,33,FALSE,NA,NA,Free Agent,63,17,1,0,0,3.7058823529411766
Jeremy Pena,41273,4,0,13,33,FALSE,6,2,Trade,52.5,17,1,0,0,3.088235294117647
John Schreiber,39949,6,0,13,14,TRUE,4,2,Trade,4.5,1,0,0,1,4.5
Kenley Jansen,29630,4,0,13,33,TRUE,6,2,Trade,29,6,0,0,1,4.833333333333333
Kyle Gibson,31053,1,1,13,19,FALSE,NA,NA,Free Agent,1,1,0,1,0,1
Kyle Tucker,34967,4,0,13,33,FALSE,6,2,Trade,45.5,17,1,0,0,2.676470588235294
Lane Thomas,36409,14,1,13,15,FALSE,NA,NA,Free Agent,-1,2,1,0,0,-0.5
Logan O'Hoppe,42047,14,2,13,23,FALSE,NA,NA,Free Agent,14.5,8,1,0,0,1.8125
Michael Brantley,30043,6,2,13,14,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Nick Pivetta,36071,11,2,13,17,FALSE,NA,NA,Free Agent,-3,1,0,1,0,-3
Trent Grisham,34995,12,2,13,14,FALSE,NA,NA,Free Agent,-1.5,1,1,0,0,-1.5
Victor Robles,35042,4,1,13,13,FALSE,NA,NA,Free Agent,-1,1,1,0,0,-1
Will Smith,31549,4,1,13,23,TRUE,NA,NA,Free Agent,15,4,0,0,1,3.75
Brandon Marsh,40803,9,1,14,33,FALSE,NA,NA,Free Agent,46,18,1,0,0,2.5555555555555554
Edouard Julien,3985190,4,1,14,15,FALSE,NA,NA,Free Agent,9,2,1,0,0,4.5
Franchy Cordero,33340,14,1,14,20,FALSE,NA,NA,Free Agent,5,4,1,0,0,1.25
Garrett Mitchell,4313442,4,2,14,21,FALSE,NA,NA,Free Agent,2,6,1,0,0,0.3333333333333333
Esteury Ruiz,39680,6,2,15,21,FALSE,NA,NA,Free Agent,19.5,7,1,0,0,2.7857142857142856
Jhony Brito,42864,13,3,15,15,FALSE,NA,NA,Free Agent,-18.5,1,0,1,0,-18.5
Josh Lowe,40557,2,1,15,15,FALSE,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Josh Winckowski,4713488,12,1,15,16,TRUE,NA,NA,Free Agent,2,1,0,0,1,2
Kris Bubic,41201,8,1,15,18,FALSE,NA,NA,Free Agent,-2.5,1,0,1,0,-2.5
Michael Wacha,32640,1,1,15,16,FALSE,NA,NA,Free Agent,-10,1,0,1,0,-10
Nolan Gorman,41174,7,2,15,33,FALSE,NA,NA,Free Agent,31.5,16,1,0,0,1.96875
Wandy Peralta,36036,6,1,15,21,TRUE,NA,NA,Free Agent,3.5,2,0,0,1,1.75
Adam Duvall,32664,14,1,16,33,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Carlos Carrasco,28968,1,3,16,17,FALSE,NA,NA,Free Agent,8,1,0,1,0,8
Marco Gonzales,33158,2,1,16,16,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Mauricio Dubon,35304,12,1,16,22,FALSE,NA,NA,Free Agent,10,6,1,0,0,1.6666666666666667
Mike Clevinger,32769,13,2,16,17,FALSE,NA,NA,Free Agent,25.5,1,0,1,0,25.5
Taj Bradley,42480,4,1,16,33,FALSE,NA,NA,Free Agent,32,2,0,1,0,16
Trent Grisham,34995,2,3,16,25,FALSE,NA,NA,Free Agent,14.5,9,1,0,0,1.6111111111111112
Adam Frazier,33546,13,2,17,23,FALSE,NA,NA,Free Agent,12.5,4,1,0,0,3.125
Anthony Volpe,42547,14,1,17,33,FALSE,NA,NA,Free Agent,35.5,15,1,0,0,2.3666666666666667
Brent Rooker,40926,12,1,17,17,FALSE,NA,NA,Free Agent,1,1,1,0,0,1
Eli Morgan,41324,12,1,17,17,TRUE,NA,NA,Free Agent,2,1,0,0,1,2
Elias Diaz,33594,7,1,17,20,FALSE,NA,NA,Free Agent,2,2,1,0,0,1
Harold Ramirez,33259,1,1,17,31,FALSE,NA,NA,Free Agent,22.5,9,1,0,0,2.5
Johan Oviedo,41405,1,1,17,33,TRUE,NA,NA,Free Agent,11.5,3,0,1,0,3.8333333333333335
Josh Lowe,40557,1,2,17,17,FALSE,NA,NA,Free Agent,0,0,1,0,0,0
Michael Brantley,30043,2,3,17,33,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Michael Fulmer,34842,13,1,17,17,TRUE,NA,NA,Free Agent,-6,1,0,0,1,-6
Zach Plesac,42169,2,1,17,17,FALSE,NA,NA,Free Agent,6,1,0,1,0,6
Alex Call,38994,2,2,18,25,FALSE,NA,NA,Free Agent,1,2,1,0,0,0.5
Andrew Chafin,32810,1,1,18,33,TRUE,NA,NA,Free Agent,11,5,0,0,1,2.2
Enrique Hernandez,31358,12,2,18,18,FALSE,NA,NA,Free Agent,0.5,1,1,0,0,0.5
J.D. Davis,33796,12,1,18,25,FALSE,NA,NA,Free Agent,-1,6,1,0,0,-0.16666666666666666
Jack Flaherty,33837,13,1,18,20,FALSE,NA,NA,Free Agent,8.5,1,0,1,0,8.5
Jon Berti,32273,2,1,18,21,FALSE,NA,NA,Free Agent,3.5,3,1,0,0,1.1666666666666667
Myles Straw,39105,13,2,18,19,FALSE,NA,NA,Free Agent,5,1,1,0,0,5
Noah Syndergaard,31730,1,2,18,19,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Zack Greinke,5883,11,1,18,18,FALSE,NA,NA,Free Agent,12.5,1,0,1,0,12.5
Alex Lange,40976,11,1,19,33,TRUE,NA,NA,Free Agent,31.5,6,0,0,1,5.25
Brent Rooker,40926,12,2,19,20,FALSE,NA,NA,Free Agent,3,2,1,0,0,1.5
Kutter Crawford,41277,12,1,19,19,TRUE,NA,NA,Free Agent,28,1,0,1,0,28
Lourdes Gurriel Jr.,36040,6,1,19,19,FALSE,NA,NA,Free Agent,2,1,1,0,0,2
Spencer Torkelson,4424286,2,1,19,19,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Yasmani Grandal,30950,8,1,19,22,FALSE,NA,NA,Free Agent,2.5,3,1,0,0,0.8333333333333334
Brad Keller,35292,1,1,20,20,TRUE,NA,NA,Free Agent,2,1,0,1,0,2
Carlos Santana,30280,2,1,20,33,FALSE,NA,NA,Free Agent,39,10,1,0,0,3.9
James Karinchak,40715,12,1,20,21,TRUE,NA,NA,Free Agent,3,2,0,0,1,1.5
Joc Pederson,31392,6,1,20,33,FALSE,NA,NA,Free Agent,10.5,6,1,0,0,1.75
Jose Urquidy,35759,7,3,20,20,FALSE,NA,NA,Free Agent,1,1,0,1,0,1
Josh Lowe,40557,1,3,20,33,FALSE,NA,NA,Free Agent,23,7,1,0,0,3.2857142857142856
Reynaldo Lopez,33860,13,2,20,20,TRUE,NA,NA,Free Agent,10,1,0,0,1,10
Wade Miley,31094,1,1,20,25,FALSE,NA,NA,Free Agent,0,0,0,1,0,0
Brent Honeywell,33838,13,1,21,25,TRUE,NA,NA,Free Agent,6,2,0,0,1,3
Dylan Lee,41455,7,1,21,31,TRUE,NA,NA,Free Agent,6.5,4,0,0,1,1.625
Jorge Lopez,33833,2,1,21,33,TRUE,NA,NA,Free Agent,14,5,0,0,1,2.8
Jorge Soler,32558,7,2,21,31,FALSE,NA,NA,Free Agent,11.5,8,1,0,0,1.4375
Ke'Bryan Hayes,35020,9,1,21,23,FALSE,NA,NA,Free Agent,5,3,1,0,0,1.6666666666666667
Mike Clevinger,32769,7,3,21,21,FALSE,NA,NA,Free Agent,-2.5,1,0,1,0,-2.5
Miles Mikolas,32116,13,1,21,33,FALSE,NA,NA,Free Agent,24.5,1,0,1,0,24.5
Myles Straw,39105,14,3,21,27,FALSE,NA,NA,Free Agent,-0.5,6,1,0,0,-0.08333333333333333
Noah Syndergaard,31730,1,3,21,25,FALSE,NA,NA,Free Agent,15,1,0,1,0,15
Taylor Walls,40576,12,1,21,25,FALSE,NA,NA,Free Agent,6,2,1,0,0,3
Zach Eflin,32804,4,2,21,33,FALSE,NA,NA,Free Agent,22.5,2,0,1,0,11.25
Brusdar Graterol,40965,12,2,22,25,TRUE,NA,NA,Free Agent,11,2,0,0,1,5.5
Elias Diaz,33594,14,2,22,33,FALSE,NA,NA,Free Agent,12.5,8,1,0,0,1.5625
Eric Lauer,39915,7,1,22,29,FALSE,NA,NA,Free Agent,-4,1,0,1,0,-4
John Schreiber,39949,6,1,22,25,TRUE,NA,NA,Free Agent,6,2,0,0,1,3
Lane Thomas,36409,4,2,22,23,FALSE,NA,NA,Free Agent,3,1,1,0,0,3
Lourdes Gurriel Jr.,36040,6,2,22,25,FALSE,NA,NA,Free Agent,7,3,1,0,0,2.3333333333333335
TJ Friedl,36020,2,1,22,22,FALSE,NA,NA,Free Agent,1,1,1,0,0,1
Enrique Hernandez,31358,2,3,23,33,FALSE,NA,NA,Free Agent,13,7,1,0,0,1.8571428571428572
Jack Suwinski,36754,12,1,23,33,FALSE,NA,NA,Free Agent,31.5,9,1,0,0,3.5
Kyle Gibson,31053,8,2,23,24,FALSE,NA,NA,Free Agent,0,0,0,1,0,0
CJ Abrams,42402,14,1,24,25,FALSE,NA,NA,Free Agent,7.5,1,1,0,0,7.5
Connor Joe,35440,13,1,24,33,FALSE,NA,NA,Free Agent,16,7,1,0,0,2.2857142857142856
Geraldo Perdomo,41355,9,1,24,33,FALSE,NA,NA,Free Agent,18.5,7,1,0,0,2.642857142857143
Jarren Duran,41610,9,1,24,24,FALSE,NA,NA,Free Agent,0,0,1,0,0,0
Joey Lucchesi,39876,9,1,24,24,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Mark Canha,31670,2,1,24,33,FALSE,NA,NA,Free Agent,7,5,1,0,0,1.4
Mauricio Dubon,35304,4,2,24,33,FALSE,NA,NA,Free Agent,9.5,7,1,0,0,1.3571428571428572
Rich Hill,6321,11,1,24,31,FALSE,NA,NA,Free Agent,31,2,0,1,0,15.5
Steven Wilson,41828,4,1,24,27,TRUE,NA,NA,Free Agent,-3.5,2,0,0,1,-1.75
Zack Greinke,5883,11,2,24,25,FALSE,NA,NA,Free Agent,2,1,0,1,0,2
Eduardo Rodriguez,32675,9,1,25,33,FALSE,NA,NA,Free Agent,46,2,0,1,0,23
Jonah Heim,33842,8,1,25,33,FALSE,NA,NA,Free Agent,25,8,1,0,0,3.125
Vince Velasquez,31878,9,1,25,25,TRUE,NA,NA,Free Agent,33,1,0,1,0,33
Adam Frazier,33546,2,3,26,27,FALSE,NA,NA,Free Agent,2,2,1,0,0,1
Brenton Doyle,42462,2,1,26,26,FALSE,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Bryan Abreu,41208,7,1,26,33,TRUE,NA,NA,Free Agent,10.5,2,0,0,1,5.25
Bryan De La Cruz,40787,1,1,26,26,FALSE,NA,NA,Free Agent,-1,1,1,0,0,-1
Clarke Schmidt,41085,11,2,26,29,TRUE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jake Burger,39882,13,1,26,33,FALSE,NA,NA,Free Agent,23,7,1,0,0,3.2857142857142856
Jarren Duran,41610,12,2,26,26,FALSE,NA,NA,Free Agent,-1,1,1,0,0,-1
Jason Adam,32145,6,1,26,28,TRUE,NA,NA,Free Agent,2,1,0,0,1,2
Joey Lucchesi,39876,9,2,26,33,FALSE,NA,NA,Free Agent,7,1,0,1,0,7
Jose Quijada,39142,13,1,26,31,TRUE,NA,NA,Free Agent,-2,1,0,0,1,-2
Josh Winckowski,4713488,12,2,26,27,TRUE,NA,NA,Free Agent,5,1,0,0,1,5
Ke'Bryan Hayes,35020,12,2,26,33,FALSE,NA,NA,Free Agent,13.5,6,1,0,0,2.25
Kyle Gibson,31053,1,3,26,29,FALSE,NA,NA,Free Agent,0.5,1,0,1,0,0.5
Spencer Steer,4722857,14,1,26,33,FALSE,NA,NA,Free Agent,9,6,1,0,0,1.5
Spencer Torkelson,4424286,6,2,26,27,FALSE,NA,NA,Free Agent,4,2,1,0,0,2
TJ Friedl,36020,5,2,26,33,FALSE,NA,NA,Free Agent,8,6,1,0,0,1.3333333333333333
Brandon Pfaadt,4721302,1,1,27,29,FALSE,NA,NA,Free Agent,0,0,NA,NA,NA,0
Bryson Stott,42417,5,3,27,33,FALSE,NA,NA,Free Agent,6.5,6,1,0,0,1.0833333333333333
Logan Allen,4683350,1,1,27,33,FALSE,NA,NA,Free Agent,0,0,0,1,0,0
Noah Syndergaard,31730,2,4,27,27,FALSE,NA,NA,Free Agent,-9.5,1,0,1,0,-9.5
Paul DeJong,35185,12,1,27,28,FALSE,NA,NA,Free Agent,5.5,2,1,0,0,2.75
A.J. Puk,36201,4,1,28,33,TRUE,NA,NA,Free Agent,14,3,0,0,1,4.666666666666667
Brent Rooker,40926,14,3,28,33,FALSE,NA,NA,Free Agent,30,5,1,0,0,6
Cristian Pache,39897,2,1,28,31,FALSE,NA,NA,Free Agent,3,1,1,0,0,3
German Marquez,34874,2,1,28,28,FALSE,NA,NA,Free Agent,2.5,1,0,1,0,2.5
Kutter Crawford,41277,12,2,28,30,TRUE,NA,NA,Free Agent,10,1,0,1,0,10
Max Kepler,31870,6,1,28,28,FALSE,NA,NA,Free Agent,0.5,1,1,0,0,0.5
James Karinchak,40715,13,2,29,33,TRUE,NA,NA,Free Agent,3.5,1,0,0,1,3.5
Jesse Winker,32833,6,1,29,31,FALSE,NA,NA,Free Agent,3,1,1,0,0,3
Trevor Larnach,41205,14,2,29,33,FALSE,NA,NA,Free Agent,7.5,4,1,0,0,1.875
Trey Mancini,33351,2,2,29,33,FALSE,NA,NA,Free Agent,5,3,1,0,0,1.6666666666666667
Vaughn Grissom,42503,12,1,29,31,FALSE,NA,NA,Free Agent,2.5,2,1,0,0,1.25
Wade Miley,31094,14,2,29,33,FALSE,NA,NA,Free Agent,17,1,0,1,0,17
Yennier Cano,35536,6,1,29,33,TRUE,NA,NA,Free Agent,14,2,0,0,1,7
